機種名,規格,廠商,站數,有庫存,最低價,最高價,價差,價差%,最便宜店家,ホームスロット 價格,ホームスロット 連結,A-SLOT 價格,A-SLOT 連結,イニシャルP (FC2) 價格,イニシャルP (FC2) 連結,行情排名,行情價,本週漲跌,上市週數,備註
笑ゥせぇるすまん3~笑撃のドーン~,,SANYO,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-sanyo29.html,45100,https://www.a-slot.com/SHOP/sanyo29.html,,,,-,,,
銀座 ディスクアップ ブルーパネル,,,2,是,70500,80500,10000,12.4,ホームスロット,70500,https://home-slot.net/SHOP/s-ginza204.html,80500,https://www.a-slot.com/SHOP/ginza204.html,,,,-,,,
麻雀物語3 役満乱舞の究極大戦,,オリンピア,2,否,37700,47700,10000,21.0,ホームスロット,37700,https://home-slot.net/SHOP/s-heiwa114.html,47700,https://www.a-slot.com/SHOP/heiwa114.html,,,,-,,,
BADBOYS バッド ボーイズ,,岡崎産業,2,否,47800,57800,10000,17.3,ホームスロット,47800,https://home-slot.net/SHOP/s-okazaki7.html,57800,https://www.a-slot.com/SHOP/okazaki7.html,,,,-,,,
EXCITE ベルセルク無双,スマスロ,,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-excite205.html,45100,https://www.a-slot.com/SHOP/s-excite205.html,,,,-,,,
EXCITE 信長の野望 創造,,,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-excite21.html,45100,https://www.a-slot.com/SHOP/excite21.html,,,,-,,,
IGT シークレットプリンセス,,,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-igt10.html,78500,https://www.a-slot.com/SHOP/igt10.html,,,,-,,,
IGT 信長の野望 天下創世R,,,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-igt3.html,78500,https://www.a-slot.com/SHOP/igt3.html,,,,-,,,
KPE マジカルハロウィン3,,,2,是,41500,51500,10000,19.4,ホームスロット,41500,https://home-slot.net/SHOP/s-kpe26.html,51500,https://www.a-slot.com/SHOP/kpe26.html,,,,-,,,
KPE マジカルハロウィン4,,,2,是,57900,67900,10000,14.7,ホームスロット,57900,https://home-slot.net/SHOP/s-kpe44.html,67900,https://www.a-slot.com/SHOP/kpe44.html,,,,-,,,
KPE マジカルハロウィン6,,,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-kpe63.html,45100,https://www.a-slot.com/SHOP/kpe63.html,,,,-,,,
NET シンデレラブレイド2,,,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-net41.html,45100,https://www.a-slot.com/SHOP/net41.html,,,,-,,,
NET シンデレラブレイド4,,,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-net209.html,45100,https://www.a-slot.com/SHOP/net209.html,,,,-,,,
NET 真モグモグ風林火山2,,,2,否,47800,57800,10000,17.3,ホームスロット,47800,https://home-slot.net/SHOP/s-net42.html,57800,https://www.a-slot.com/SHOP/net42.html,,,,-,,,
SHAKEIII シェイク3,,大都技研,2,是,47800,57800,10000,17.3,ホームスロット,47800,https://home-slot.net/SHOP/s-daitogiken60.html,57800,https://www.a-slot.com/SHOP/daitogiken60.html,,,,-,,,
SLOTファミリースタジアム,,メーシー,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-mizuho-macy200.html,45100,https://www.a-slot.com/SHOP/mizuho-macy200.html,,,,-,,,
TVアニメーション 弱虫ペダル,,オリンピア,2,否,54100,64100,10000,15.6,ホームスロット,54100,https://home-slot.net/SHOP/s-heiwa136.html,64100,https://www.a-slot.com/SHOP/heiwa136.html,,,,-,,,
この素晴らしい世界に祝福を!,,Sammy,2,是,40100,50100,10000,20.0,ホームスロット,40100,https://home-slot.net/SHOP/s-sammy220.html,50100,https://www.a-slot.com/SHOP/s-sammy220.html,,,,-,,,
アイムジャグラー7 パネル不問,,北電子,2,否,98500,108500,10000,9.2,ホームスロット,98500,https://home-slot.net/SHOP/s-kitadenshi13.html,108500,https://www.a-slot.com/SHOP/kitadenshi13.html,,,,-,,,
アイムジャグラーEX ブラック,5号機,北電子,2,否,113500,123500,10000,8.1,ホームスロット,113500,https://home-slot.net/SHOP/s-kitadensi22.html,123500,https://www.a-slot.com/SHOP/kitadensi22.html,,,,-,,,
アクロス ギルティクラウン2,スマスロ,,2,是,46500,56500,10000,17.7,ホームスロット,46500,https://home-slot.net/SHOP/s-across210.html,56500,https://www.a-slot.com/SHOP/s-across210.html,,,,-,,,
アクロス スーパージャックポット,,,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-across6.html,45100,https://www.a-slot.com/SHOP/across6.html,,,,-,,,
アナザーゴッドハーデス 冥王召喚,,ミズホ,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-mizuho-macy202.html,78500,https://www.a-slot.com/SHOP/mizuho-macy202.html,,,,-,,,
アリストクラート 絶対衝激II,,,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-aristocrat20.html,78500,https://www.a-slot.com/SHOP/aristocrat20.html,,,,-,,,
オーイズミ ドリームクルーン500,,,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-oizumi31.html,45100,https://www.a-slot.com/SHOP/oizumi31.html,,,,-,,,
オーイズミ ドリームクルーン711,,,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-oizumi201.html,45100,https://www.a-slot.com/SHOP/oizumi201.html,,,,-,,,
オッケー. ぱちスロ アベンジャーズ,,,2,否,54100,64100,10000,15.6,ホームスロット,54100,https://home-slot.net/SHOP/s-ok1.html,64100,https://www.a-slot.com/SHOP/ok1.html,,,,-,,,
キングハナハナ 30 紫パネル,,パイオニア,2,否,64100,74100,10000,13.5,ホームスロット,64100,https://home-slot.net/SHOP/s-pioneer27.html,74100,https://www.a-slot.com/SHOP/pioneer27.html,,,,-,,,
キン肉マン ~夢の超人タッグ編~,,山佐,2,否,54100,64100,10000,15.6,ホームスロット,54100,https://home-slot.net/SHOP/s-yamasa131.html,64100,https://www.a-slot.com/SHOP/yamasa131.html,,,,-,,,
コードギアス 反逆のルルーシュ3,,Sammy,2,是,40100,50100,10000,20.0,ホームスロット,40100,https://home-slot.net/SHOP/s-sammy213.html,50100,https://www.a-slot.com/SHOP/sammy213.html,,,,-,,,
ゴルゴ13 薔薇十字団の陰謀,,オリンピア,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-heiwa85.html,78500,https://www.a-slot.com/SHOP/heiwa85.html,,,,-,,,
サクラ大戦3~Loop Ver.~,,Sammy,2,否,98500,108500,10000,9.2,ホームスロット,98500,https://home-slot.net/SHOP/s-sammy78.html,108500,https://www.a-slot.com/SHOP/sammy78.html,,,,-,,,
サムライチャンプルー 流転輪廻,,ニューギン,2,否,37700,47700,10000,21.0,ホームスロット,37700,https://home-slot.net/SHOP/s-newgin29.html,47700,https://www.a-slot.com/SHOP/newgin29.html,,,,-,,,
サンスリー 大工の源さん 超夢源,スマスロ,,2,是,45300,55300,10000,18.1,ホームスロット,45300,https://home-slot.net/SHOP/s-santhree204.html,55300,https://www.a-slot.com/SHOP/s-santhree204.html,,,,-,,,
サンセイR&D 巨人の星~情熱編~,,,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s_sansei200.html,45100,https://www.a-slot.com/SHOP/s_sansei200.html,,,,-,,,
ジャングルマスターコングダム,,山佐,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-yamasa206.html,45100,https://www.a-slot.com/SHOP/yamasa206.html,,,,-,,,
タイヨーエレック ハードボイルド,,,2,是,41500,51500,10000,19.4,ホームスロット,41500,https://home-slot.net/SHOP/s-taiyo_elec203.html,51500,https://www.a-slot.com/SHOP/s-taiyo_elec203.html,,,,-,,,
タイヨーエレック マーベルヒーローズ,,,2,否,98500,108500,10000,9.2,ホームスロット,98500,https://home-slot.net/SHOP/s-taiyo_elec1.html,108500,https://www.a-slot.com/SHOP/taiyo_elec1.html,,,,-,,,
ツインエンジェルBREAK,,Sammy,2,是,47800,57800,10000,17.3,ホームスロット,47800,https://home-slot.net/SHOP/s-sammy133.html,57800,https://www.a-slot.com/SHOP/sammy133.html,,,,-,,,
ツインドラゴンハナハナ 30,,パイオニア,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-pioneer202.html,78500,https://www.a-slot.com/SHOP/pioneer202.html,,,,-,,,
ディ ライト ああっ女神さまっ,,,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-dlight_6.html,78500,https://www.a-slot.com/SHOP/dlight_6.html,,,,-,,,
ニューアイムジャグラーEX KA,,北電子,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-kitadenshi68.html,45100,https://www.a-slot.com/SHOP/kitadenshi68.html,,,,-,,,
バイオハザード リベレーションズ,,エンターライズ,2,否,47800,57800,10000,17.3,ホームスロット,47800,https://home-slot.net/SHOP/s-enta17.html,57800,https://www.a-slot.com/SHOP/enta17.html,,,,-,,,
バルテック ベン トー~狼たちの夜~,,,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-baltec201.html,78500,https://www.a-slot.com/SHOP/baltec201.html,,,,-,,,
バルテック ロボットガールズZ,,,2,是,37700,47700,10000,21.0,ホームスロット,37700,https://home-slot.net/SHOP/s-baltec13.html,47700,https://www.a-slot.com/SHOP/baltec13.html,,,,-,,,
パオン ディーピー てぃだどんどん,スマスロ,,2,是,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-daito219.html,78500,https://www.a-slot.com/SHOP/s-daito219.html,,,,-,,,
ビスティ アベノ橋魔法商店街,,,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-sankyo31.html,78500,https://www.a-slot.com/SHOP/sankyo31.html,,,,-,,,
ファンタシースターオンライン2,,Sammy,2,否,40100,50100,10000,20.0,ホームスロット,40100,https://home-slot.net/SHOP/s-sammy209.html,50100,https://www.a-slot.com/SHOP/sammy209.html,,,,-,,,
ルパン三世 ルパン一族の秘宝,,平和,2,否,41500,51500,10000,19.4,ホームスロット,41500,https://home-slot.net/SHOP/s-heiwa56.html,51500,https://www.a-slot.com/SHOP/heiwa56.html,,,,-,,,
主役は銭形4 ゼニロボパネル,スマスロ,オリンピア,2,否,59100,69100,10000,14.5,ホームスロット,59100,https://home-slot.net/SHOP/s-olympia230.html,69100,https://www.a-slot.com/SHOP/s-olympia230.html,,,,-,,,
北斗の拳 転生の章 トキパネル,,Sammy,2,否,108600,118600,10000,8.4,ホームスロット,108600,https://home-slot.net/SHOP/s-sammy96.html,118600,https://www.a-slot.com/SHOP/sammy96.html,,,,-,,,
北斗の拳 転生の章 パネル不問,,Sammy,2,否,88500,98500,10000,10.2,ホームスロット,88500,https://home-slot.net/SHOP/s-sammy104.html,98500,https://www.a-slot.com/SHOP/sammy104.html,,,,-,,,
甲鉄城のカバネリ 美馬パネル,,Sammy,2,是,51500,61500,10000,16.3,ホームスロット,51500,https://home-slot.net/SHOP/s-sammy224.html,61500,https://www.a-slot.com/SHOP/s-sammy224.html,,,,-,,,
EXCITE うる星やつら,スマスロ,,2,是,40100,50100,10000,20.0,ホームスロット,40100,https://home-slot.net/SHOP/s-excite207.html,50100,https://www.a-slot.com/SHOP/s-excite207.html,,,,-,,,
EXCITE ワンパンマン,スマスロ,,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-excite208.html,45100,https://www.a-slot.com/SHOP/s-excite208.html,,,,-,,,
EXCITE 花の慶次~武威,,,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-excite203.html,45100,https://www.a-slot.com/SHOP/excite203.html,,,,-,,,
KPE がんばれゴエモン2,,,2,否,71100,81100,10000,12.3,ホームスロット,71100,https://home-slot.net/SHOP/s-kpe34.html,81100,https://www.a-slot.com/SHOP/kpe34.html,,,,-,,,
KPE 戦国コレクション3,,,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-kpe61.html,45100,https://www.a-slot.com/SHOP/kpe61.html,,,,-,,,
KPE 極楽パロディウスR!,,,2,否,74900,84900,10000,11.8,ホームスロット,74900,https://home-slot.net/SHOP/s-kpe24.html,84900,https://www.a-slot.com/SHOP/kpe24.html,,,,-,,,
L009 RE CYBORG,スマスロ,ニューギン,2,是,40100,50100,10000,20.0,ホームスロット,40100,https://home-slot.net/SHOP/s-newgin203.html,50100,https://www.a-slot.com/SHOP/s-newgin203.html,,,,-,,,
L ToLOVEるダークネス,スマスロ,オリンピア,2,是,72800,82800,10000,12.1,ホームスロット,72800,https://home-slot.net/SHOP/s-olympia227.html,82800,https://www.a-slot.com/SHOP/s-olympia227.html,,,,-,,,
NET もっと!チバリヨ 25,,,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-net214.html,45100,https://www.a-slot.com/SHOP/s-net214.html,,,,-,,,
NET もっと!チバリヨ 30,,,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-net213.html,45100,https://www.a-slot.com/SHOP/s-net213.html,,,,-,,,
NET シンデレラ×ブレイド,,,2,否,41500,51500,10000,19.4,ホームスロット,41500,https://home-slot.net/SHOP/s-net30.html,51500,https://www.a-slot.com/SHOP/net30.html,,,,-,,,
NET ドキッと!ビキニパイ,,,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-net10.html,45100,https://www.a-slot.com/SHOP/net10.html,,,,-,,,
NET プリシラと魔法の本,,,2,是,41500,51500,10000,19.4,ホームスロット,41500,https://home-slot.net/SHOP/s-net50.html,51500,https://www.a-slot.com/SHOP/net50.html,,,,-,,,
RYUKYU BEAT 30,,Sammy,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-sammy222.html,78500,https://www.a-slot.com/SHOP/s-sammy222.html,,,,-,,,
SLOTメイドインアビス,,ミズホ,2,是,49500,59500,10000,16.8,ホームスロット,49500,https://home-slot.net/SHOP/s-mizuho-macy218.html,59500,https://www.a-slot.com/SHOP/s-mizuho-macy218.html,,,,-,,,
SNKプレイモア 龍虎の拳,,,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-snk46.html,78500,https://www.a-slot.com/SHOP/snk46.html,,,,-,,,
ありふれた職業で世界最強,スマスロ,SANKYO,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-sankyo230.html,45100,https://www.a-slot.com/SHOP/s-sankyo230.html,,,,-,,,
アイムジャグラーEX グリーン,5号機,北電子,2,否,98500,108500,10000,9.2,ホームスロット,98500,https://home-slot.net/SHOP/s-kitadensi21.html,108500,https://www.a-slot.com/SHOP/kitadensi21.html,,,,-,,,
アイムジャグラーEX ピンク,5号機,北電子,2,否,98500,108500,10000,9.2,ホームスロット,98500,https://home-slot.net/SHOP/s-kiradenshi14.html,108500,https://www.a-slot.com/SHOP/kiradenshi14.html,,,,-,,,
アクロス サンダーVリボルト,,,2,否,47800,57800,10000,17.3,ホームスロット,47800,https://home-slot.net/SHOP/s-across9.html,57800,https://www.a-slot.com/SHOP/across9.html,,,,-,,,
アクロス 沖ドキ!DUO 30,,,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-across207.html,45100,https://www.a-slot.com/SHOP/across207.html,,,,-,,,
アクロス 沖ドキ!バケーション,,,2,否,47800,57800,10000,17.3,ホームスロット,47800,https://home-slot.net/SHOP/s-across201.html,57800,https://www.a-slot.com/SHOP/across201.html,,,,-,,,
アムテックス 南国娘2 30,,,2,是,41500,51500,10000,19.4,ホームスロット,41500,https://home-slot.net/SHOP/s-amt204.html,51500,https://www.a-slot.com/SHOP/amt204.html,,,,-,,,
アムテックス 南国物語30,,,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-amt210.html,45100,https://www.a-slot.com/SHOP/amt210.html,,,,-,,,
アムテックス 南国育ち 30,,,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-amt208.html,45100,https://www.a-slot.com/SHOP/amt208.html,,,,-,,,
アメイジング スパイダーマン,,ミズホ,2,否,49100,59100,10000,16.9,ホームスロット,49100,https://home-slot.net/SHOP/s-mizuho-macy65.html,59100,https://www.a-slot.com/SHOP/mizuho-macy65.html,,,,-,,,
ウルトラミラクルジャグラー,,北電子,2,是,1864500,1874500,10000,0.5,ホームスロット,1864500,https://home-slot.net/SHOP/s-kitadenshi218.html,1874500,https://www.a-slot.com/SHOP/s-kitadenshi218.html,,,4,-,,90,
エマ ニューペガサス 2014,,,2,否,98500,108500,10000,9.2,ホームスロット,98500,https://home-slot.net/SHOP/s-ema4.html,108500,https://www.a-slot.com/SHOP/ema4.html,,,,-,,,
オーイズミ 元祖ハネスロ再び,,,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-oizumi25.html,45100,https://www.a-slot.com/SHOP/oizumi25.html,,,,-,,,
オッケー. L ULTRAMAN,スマスロ,,2,是,45100,55100,10000,18.1,ホームスロット,45100,https://home-slot.net/SHOP/s-ok204.html,55100,https://www.a-slot.com/SHOP/s-ok204.html,,,,-,,,
オッケー. ご~やちゃんぷる~ 25φ,S,,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-ok203.html,45100,https://www.a-slot.com/SHOP/s-ok203.html,,,,-,,,
オッケー. ご~やちゃんぷる~ 30φ,S,,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-ok202.html,45100,https://www.a-slot.com/SHOP/s-ok202.html,,,,-,,,
オレンジ ゴブリンスレイヤー,スマスロ,,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-orange200.html,45100,https://www.a-slot.com/SHOP/s-orange200.html,,,,-,,,
カルミナ 魔法少女育成計画,,,2,否,78500,88500,10000,11.3,ホームスロット,78500,https://home-slot.net/SHOP/s-carmina203.html,88500,https://www.a-slot.com/SHOP/s-carmina203.html,,,,-,,,
グレートキングハナハナ 30,,パイオニア,2,否,104800,114800,10000,8.7,ホームスロット,104800,https://home-slot.net/SHOP/s-pioneer43.html,114800,https://www.a-slot.com/SHOP/pioneer43.html,,,,-,,,
コルモ 天空のシンフォニア,,,2,否,47800,57800,10000,17.3,ホームスロット,47800,https://home-slot.net/SHOP/s-colmo2.html,57800,https://www.a-slot.com/SHOP/colmo2.html,,,,-,,,
サボハニ 吉宗RISING,スマスロ,,2,是,41500,51500,10000,19.4,ホームスロット,41500,https://home-slot.net/SHOP/s-sabohani206.html,51500,https://www.a-slot.com/SHOP/s-sabohani206.html,,,,-,,,
