機種名,規格,廠商,站數,有庫存,最低價,最高價,價差,價差%,最便宜店家,ホームスロット 價格,ホームスロット 連結,A-SLOT 價格,A-SLOT 連結,イニシャルP (FC2) 價格,イニシャルP (FC2) 連結,行情排名,行情價,本週漲跌,上市週數,備註
アナザーゴッドポセイドン 海皇の参戦,,エレコ,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-eleco74.html,78500,https://www.a-slot.com/SHOP/eleco74.html,,,,-,,,
アナターのオット!?はーです ピンクパネル,,ミズホ,2,是,37100,47100,10000,21.2,ホームスロット,37100,https://home-slot.net/SHOP/s-mizuho-macy213.html,47100,https://www.a-slot.com/SHOP/s-mizuho-macy213.html,,,,-,,,
アミューズメント わたしの幸せな結婚,スマスロ,KONAMI,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-konami223.html,45100,https://www.a-slot.com/SHOP/s-konami223.html,,,,-,,,
アミューズメント 戦国コレクション4,,KONAMI,2,是,54100,64100,10000,15.6,ホームスロット,54100,https://home-slot.net/SHOP/s-konami206.html,64100,https://www.a-slot.com/SHOP/konami206.html,,,,-,,,
アミューズメント 転生したら剣でした,スマスロ,KONAMI,2,是,40100,50100,10000,20.0,ホームスロット,40100,https://home-slot.net/SHOP/s-konami224.html,50100,https://www.a-slot.com/SHOP/s-konami224.html,,,,-,,,
アミューズメント 麻雀格闘倶楽部 覚醒,スマスロ,KONAMI,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-konami202.html,45100,https://www.a-slot.com/SHOP/konami202.html,,,,-,,,
アムテックス 南国育ち~蝶々ver~25φ,,,2,否,74900,84900,10000,11.8,ホームスロット,74900,https://home-slot.net/SHOP/s-amt201.html,84900,https://www.a-slot.com/SHOP/amt201.html,,,,-,,,
アムテックス 南国育ち~蝶々ver~30φ,,,2,否,41500,51500,10000,19.4,ホームスロット,41500,https://home-slot.net/SHOP/s-amt200.html,51500,https://www.a-slot.com/SHOP/amt200.html,,,,-,,,
オーイズミ それいけ!こすみっくヒーローズ,,,2,否,41500,51500,10000,19.4,ホームスロット,41500,https://home-slot.net/SHOP/s-oizumi14.html,51500,https://www.a-slot.com/SHOP/oizumi14.html,,,,-,,,
オッケー. L ULTRAMAN 最終決戦,スマスロ,,2,是,74100,84100,10000,11.9,ホームスロット,74100,https://home-slot.net/SHOP/s-ok205.html,84100,https://www.a-slot.com/SHOP/s-ok205.html,,,,-,,,
ガールフレンド 仮 ~聖櫻学園メモリアル~,,オリンピア,2,否,93600,103600,10000,9.7,ホームスロット,93600,https://home-slot.net/SHOP/s-heiwa141.html,103600,https://www.a-slot.com/SHOP/heiwa141.html,,,,-,,,
キャッツ アイ コレクション奪還作戦,,オリンピア,2,否,54100,64100,10000,15.6,ホームスロット,54100,https://home-slot.net/SHOP/s-heiwa93.html,64100,https://www.a-slot.com/SHOP/heiwa93.html,,,,-,,,
スマート沖スロ ドラゴンハナハナ~閃光~,スマスロ,パイオニア,2,是,443900,453900,10000,2.2,ホームスロット,443900,https://home-slot.net/SHOP/s-pioneer223.html,453900,https://www.a-slot.com/SHOP/s-pioneer223.html,,,26,-,,127,
スマート沖スロ ニューキングハナハナV,スマスロ,パイオニア,2,是,529300,539300,10000,1.9,ホームスロット,529300,https://home-slot.net/SHOP/s-pioneer231.html,539300,https://www.a-slot.com/SHOP/s-pioneer231.html,,,22,-,,33,
タイヨーエレック 北斗の拳 拳王パネル,スマスロ,,2,是,61500,71500,10000,14.0,ホームスロット,61500,https://home-slot.net/SHOP/s-taiyo_elec206.html,71500,https://www.a-slot.com/SHOP/s-taiyo_elec206.html,,,,-,,,
タイヨーエレック 機動新撰組 萌えよ剣,,,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-taiyo_elec3.html,45100,https://www.a-slot.com/SHOP/taiyo_elec3.html,,,,-,,,
タイヨーエレック 火曜サスペンス劇場,,,2,否,54100,64100,10000,15.6,ホームスロット,54100,https://home-slot.net/SHOP/s-taiyo_elec30.html,64100,https://www.a-slot.com/SHOP/taiyo_elec30.html,,,,-,,,
ニューシオサイ 30 レジェンドパネル,,パイオニア,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-pioneer46.html,45100,https://www.a-slot.com/SHOP/pioneer46.html,,,,-,,,
ネクスト TIGER & BUNNY SP,,山佐,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-yamasa223.html,45100,https://www.a-slot.com/SHOP/s-yamasa223.html,,,,-,,,
バルテック じゃりン子チエ雷蔵伝説,,,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-baltec3.html,78500,https://www.a-slot.com/SHOP/baltec3.html,,,,-,,,
ビスティ エヴァンゲリヲン~決意の刻~,,,2,是,45300,55300,10000,18.1,ホームスロット,45300,https://home-slot.net/SHOP/s-sankyo75.html,55300,https://www.a-slot.com/SHOP/sankyo75.html,,,,-,,,
ビスティ ゴジラ対エヴァンゲリオン,スマスロ,,2,是,46500,56500,10000,17.7,ホームスロット,46500,https://home-slot.net/SHOP/s-sankyo222.html,56500,https://www.a-slot.com/SHOP/s-sankyo222.html,,,,-,,,
ビスティ 機動戦士ガンダムSEED,スマスロ,,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-bisty225.html,45100,https://www.a-slot.com/SHOP/s-bisty225.html,,,,-,,,
ビスティ 機動戦士ガンダムユニコーン,,,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-sankyo209.html,45100,https://www.a-slot.com/SHOP/s-sankyo209.html,,,,-,,,
モンスターハンター ワールドTM 黄金狩猟,,エンターライズ,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-enta206.html,45100,https://www.a-slot.com/SHOP/enta206.html,,,,-,,,
ヤーマ スーパービンゴネオクラシック 30,,,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-yama202.html,45100,https://www.a-slot.com/SHOP/s-yama202.html,,,,-,,,
リングにかけろ1 ギリシア十二神編,,Sammy,2,否,54100,64100,10000,15.6,ホームスロット,54100,https://home-slot.net/SHOP/s-sammy84.html,64100,https://www.a-slot.com/SHOP/sammy84.html,,,,-,,,
北斗の拳 修羅の国篇 カイオウパネル,,Sammy,2,否,40100,50100,10000,20.0,ホームスロット,40100,https://home-slot.net/SHOP/s-sammy126.html,50100,https://www.a-slot.com/SHOP/sammy126.html,,,,-,,,
北斗の拳 転生の章 ケンシロウパネル,,Sammy,2,否,89800,99800,10000,10.0,ホームスロット,89800,https://home-slot.net/SHOP/s-sammy90.html,99800,https://www.a-slot.com/SHOP/sammy90.html,,,,-,,,
新鬼武者~DAWN OF DREAMS~,,エンターライズ,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-enta203.html,45100,https://www.a-slot.com/SHOP/enta203.html,,,,-,,,
沖縄フェスティバル 30 2015年,,パイオニア,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-pioneer30.html,45100,https://www.a-slot.com/SHOP/pioneer30.html,,,,-,,,
烈火の炎 Flame of Recca,,ニューギン,2,是,37700,47700,10000,21.0,ホームスロット,37700,https://home-slot.net/SHOP/s-newgin37.html,47700,https://www.a-slot.com/SHOP/newgin37.html,,,,-,,,
聖闘士星矢 海皇覚醒Special,,SANYO,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-sanyo201.html,45100,https://www.a-slot.com/SHOP/sanyo201.html,,,,-,,,
鉄拳4アルティメットデビルVer.,,山佐,2,是,40100,50100,10000,20.0,ホームスロット,40100,https://home-slot.net/SHOP/s-yamasa228.html,50100,https://www.a-slot.com/SHOP/s-yamasa228.html,,,,-,,,
革命機ヴァルヴレイヴ メインパネル,スマスロ,SANKYO,2,是,45100,55100,10000,18.1,ホームスロット,45100,https://home-slot.net/SHOP/s-sankyo216.html,55100,https://www.a-slot.com/SHOP/s-sankyo216.html,,,,-,,,
DAXEL 結城友奈は勇者である,,,2,否,47800,57800,10000,17.3,ホームスロット,47800,https://home-slot.net/SHOP/s-daxel16.html,57800,https://www.a-slot.com/SHOP/daxel16.html,,,,-,,,
KPE G1優駿倶楽部 凱旋パネル,,,2,否,50100,60100,10000,16.6,ホームスロット,50100,https://home-slot.net/SHOP/s-kpe205.html,60100,https://www.a-slot.com/SHOP/s-kpe205.html,,,,-,,,
SLOT魔法少女まどか☆マギカA,,エレコ,2,是,41500,51500,10000,19.4,ホームスロット,41500,https://home-slot.net/SHOP/s-eleco77.html,51500,https://www.a-slot.com/SHOP/eleco77.html,,,,-,,,
SNKプレイモア シスタークエスト,,,2,否,47800,57800,10000,17.3,ホームスロット,47800,https://home-slot.net/SHOP/s-snk5.html,57800,https://www.a-slot.com/SHOP/snk5.html,,,,-,,,
SNKプレイモア ビーストバスターズ,,,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-snk59.html,45100,https://www.a-slot.com/SHOP/snk59.html,,,,-,,,
X JAPAN X ジャパン 強行突破,,SANKYO,2,否,168800,178800,10000,5.6,ホームスロット,168800,https://home-slot.net/SHOP/s-sankyo47.html,178800,https://www.a-slot.com/SHOP/sankyo47.html,,,,-,,,
アデリオン モンスターハンターライズ,スマスロ,,2,是,46500,56500,10000,17.7,ホームスロット,46500,https://home-slot.net/SHOP/s-adelion206.html,56500,https://www.a-slot.com/SHOP/s-adelion206.html,,,,-,,,
アミューズメント 桃太郎電鉄 ~ も定番!~,スマスロ,KONAMI,2,是,41500,51500,10000,19.4,ホームスロット,41500,https://home-slot.net/SHOP/s-konami221.html,51500,https://www.a-slot.com/SHOP/s-konami221.html,,,,-,,,
オーイズミ ひぐらしのなく頃に祭2,,,2,是,74900,84900,10000,11.8,ホームスロット,74900,https://home-slot.net/SHOP/s-oizumi205.html,84900,https://www.a-slot.com/SHOP/oizumi205.html,,,,-,,,
オーイズミ ライライエイサーEX 30,,,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-oizumi210.html,45100,https://www.a-slot.com/SHOP/oizumi210.html,,,,-,,,
オーイズミ 乱嵐エイサーver.100,,,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-oizumi29.html,45100,https://www.a-slot.com/SHOP/oizumi29.html,,,,-,,,
カルミナ Sister Quest,スマスロ,,2,是,57800,67800,10000,14.7,ホームスロット,57800,https://home-slot.net/SHOP/s-carmina206.html,67800,https://www.a-slot.com/SHOP/s-carmina206.html,,,,-,,,
キングハナハナ 30 メインパネル,,パイオニア,2,是,59100,69100,10000,14.5,ホームスロット,59100,https://home-slot.net/SHOP/s-pioneer22.html,69100,https://www.a-slot.com/SHOP/pioneer22.html,,,,-,,,
クイーンハナハナ 30 メインパネル,,パイオニア,2,是,41500,51500,10000,19.4,ホームスロット,41500,https://home-slot.net/SHOP/pioneer32.html,51500,https://www.a-slot.com/SHOP/pioneer32.html,,,,-,,,
ゴルゴ13ザプロフェッショナル,,平和,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-heiwa15.html,78500,https://www.a-slot.com/SHOP/heiwa15.html,,,,-,,,
サボハニ 冴えない彼女の育てかた,スマスロ,,2,是,52800,62800,10000,15.9,ホームスロット,52800,https://home-slot.net/SHOP/s-sabohani207.html,62800,https://www.a-slot.com/SHOP/s-sabohani207.html,,,,-,,,
サボハニ 秘宝伝 解き放たれた女神,,,2,否,38900,48900,10000,20.4,ホームスロット,38900,https://home-slot.net/SHOP/s-sabohani204.html,48900,https://www.a-slot.com/SHOP/sabohani204.html,,,,-,,,
サンサンオアシスキュイーンVer.,,パイオニア,2,否,54100,64100,10000,15.6,ホームスロット,54100,https://home-slot.net/SHOP/s-pioneer10.html,64100,https://www.a-slot.com/SHOP/pioneer10.html,,,,-,,,
サンスリー ストライクウィッチーズ2,スマスロ,,2,是,47800,57800,10000,17.3,ホームスロット,47800,https://home-slot.net/SHOP/s-santhree205.html,57800,https://www.a-slot.com/SHOP/s-santhree205.html,,,,-,,,
シーマスター ~ララ 旅立ちのプレリュード~,,山佐,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-yamasa102.html,45100,https://www.a-slot.com/SHOP/yamasa102.html,,,,-,,,
タイヨーエレック ベルサイユのばら,,,2,否,46500,56500,10000,17.7,ホームスロット,46500,https://home-slot.net/SHOP/s-taiyo_elec5.html,56500,https://www.a-slot.com/SHOP/taiyo_elec5.html,,,,-,,,
タイヨーエレック 御伽屋HANZO,,,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-taiyo_elec24.html,78500,https://www.a-slot.com/SHOP/taiyo_elec24.html,,,,-,,,
ディ ライト ひぐらしのなく頃に 業,スマスロ,,2,是,40100,50100,10000,20.0,ホームスロット,40100,https://home-slot.net/SHOP/s-dlight_203.html,50100,https://www.a-slot.com/SHOP/s-dlight_203.html,,,,-,,,
トータル イクリプスLv.MAX RT,,SANKYO,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-sankyo200.html,45100,https://www.a-slot.com/SHOP/sankyo200.html,,,,-,,,
トリビー 怪盗天使ツインエンジェル,,,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-trivy1.html,78500,https://www.a-slot.com/SHOP/trivy1.html,,,,-,,,
トリビー 残機尽きるまで私は戦う M,,,2,否,168800,178800,10000,5.6,ホームスロット,168800,https://home-slot.net/SHOP/s-trivy7.html,178800,https://www.a-slot.com/SHOP/trivy7.html,,,,-,,,
バルテック ベン トー~半額弁当争奪戦!!~,,,2,否,47800,57800,10000,17.3,ホームスロット,47800,https://home-slot.net/SHOP/s-baltec12.html,57800,https://www.a-slot.com/SHOP/baltec12.html,,,,-,,,
ラブゲッCHU ミラクル声優白書,,岡崎産業,2,否,128400,138400,10000,7.2,ホームスロット,128400,https://home-slot.net/SHOP/s-sonota_1.html,138400,https://www.a-slot.com/SHOP/sonota_1.html,,,,-,,,
大工の源さん~いくぜっ!炎の源祭編~,,SANYO,2,否,36400,46400,10000,21.6,ホームスロット,36400,https://home-slot.net/SHOP/s-sanyo10.html,46400,https://www.a-slot.com/SHOP/sanyo10.html,,,,-,,,
宇宙戦艦ヤマト2~テレサ 愛の導き~,,山佐,2,否,54100,64100,10000,15.6,ホームスロット,54100,https://home-slot.net/SHOP/s-yamasa90.html,64100,https://www.a-slot.com/SHOP/yamasa90.html,,,,-,,,
戦国乙女4 戦乱に閃く炯眼の軍師,スマスロ,オリンピア,2,是,88500,98500,10000,10.2,ホームスロット,88500,https://home-slot.net/SHOP/s-olympia225.html,98500,https://www.a-slot.com/SHOP/s-olympia225.html,,,,-,,,
戦国乙女5 業火を穿つ宿焔の双刃,スマスロ,オリンピア,2,是,1020500,1030500,10000,1.0,ホームスロット,1020500,https://home-slot.net/SHOP/s-olympia240.html,1030500,https://www.a-slot.com/SHOP/s-olympia240.html,,,10,-,,11,
無職転生 ~異世界行ったら本気だす~,スマスロ,ニューギン,2,是,133400,143400,10000,7.0,ホームスロット,133400,https://home-slot.net/SHOP/s-newgin205.html,143400,https://www.a-slot.com/SHOP/s-newgin205.html,,,84,-,,7,
甲鉄城のカバネリ 海門 うなと 決戦,スマスロ,Sammy,2,是,576900,586900,10000,1.7,ホームスロット,576900,https://home-slot.net/SHOP/s-sammy232.html,586900,https://www.a-slot.com/SHOP/s-sammy232.html,,,19,-,,25,
銀座 ディスクアップ グリーンパネル,,,2,否,78500,88500,10000,11.3,ホームスロット,78500,https://home-slot.net/SHOP/s-ginza203.html,88500,https://www.a-slot.com/SHOP/ginza203.html,,,,-,,,
銀座 ディスクアップ パープルパネル,,,2,否,73500,83500,10000,12.0,ホームスロット,73500,https://home-slot.net/SHOP/s-sammy200.html,83500,https://www.a-slot.com/SHOP/sammy200.html,,,,-,,,
革命機ヴァルヴレイヴ 革命パネル,スマスロ,SANKYO,2,是,56500,66500,10000,15.0,ホームスロット,56500,https://home-slot.net/SHOP/s-sankyo226.html,66500,https://www.a-slot.com/SHOP/s-sankyo226.html,,,,-,,,
CREA New クレアの秘宝伝,,大都技研,2,是,47800,57800,10000,17.3,ホームスロット,47800,https://home-slot.net/SHOP/s-daito210.html,57800,https://www.a-slot.com/SHOP/s-daito210.html,,,,-,,,
EXCITE 恵比寿マスカッツ,,,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-excite20.html,45100,https://www.a-slot.com/SHOP/excite20.html,,,,-,,,
KPE 悪魔城ドラキュラIII,,,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-kpe35.html,45100,https://www.a-slot.com/SHOP/kpe35.html,,,,-,,,
NET Zゴールド インフィニティ,,,2,否,54100,64100,10000,15.6,ホームスロット,54100,https://home-slot.net/SHOP/s-net45.html,64100,https://www.a-slot.com/SHOP/net45.html,,,,-,,,
NET スーパーブラックジャック2,,,2,否,47800,57800,10000,17.3,ホームスロット,47800,https://home-slot.net/SHOP/s-net46.html,57800,https://www.a-slot.com/SHOP/net46.html,,,,-,,,
NET リオスパ Rioの大温泉,,,2,否,41500,51500,10000,19.4,ホームスロット,41500,https://home-slot.net/SHOP/s-net23.html,51500,https://www.a-slot.com/SHOP/net23.html,,,,-,,,
SLOTとある科学の超電磁砲,,藤商事,2,是,47800,57800,10000,17.3,ホームスロット,47800,https://home-slot.net/SHOP/s-fuji206.html,57800,https://www.a-slot.com/SHOP/s-fuji206.html,,,,-,,,
SNKプレイモア スカイラブ3,,,2,否,37700,47700,10000,21.0,ホームスロット,37700,https://home-slot.net/SHOP/s-snk28.html,47700,https://www.a-slot.com/SHOP/snk28.html,,,,-,,,
SNKプレイモア スカイラブ4,,,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-snk37.html,45100,https://www.a-slot.com/SHOP/snk37.html,,,,-,,,
SNKプレイモア 餓狼伝説☆双撃,,,2,否,41500,51500,10000,19.4,ホームスロット,41500,https://home-slot.net/SHOP/s-snk38.html,51500,https://www.a-slot.com/SHOP/snk38.html,,,,-,,,
ぱちスロAKB48 バラの儀式,,京楽,2,否,98500,108500,10000,9.2,ホームスロット,98500,https://home-slot.net/SHOP/s-kyoraku5.html,108500,https://www.a-slot.com/SHOP/kyoraku5.html,,,,-,,,
ぱちスロ 仮面ライダーBLACK,,京楽,2,否,41500,51500,10000,19.4,ホームスロット,41500,https://home-slot.net/SHOP/s-kyoraku9.html,51500,https://www.a-slot.com/SHOP/kyoraku9.html,,,,-,,,
もっと!沖縄フェスティバル 30,,パイオニア,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-pioneer39.html,45100,https://www.a-slot.com/SHOP/pioneer39.html,,,,-,,,
アイドル うしおととら 白面決戦,スマスロ,大一,2,是,40100,50100,10000,20.0,ホームスロット,40100,https://home-slot.net/SHOP/s-daiichi203.html,50100,https://www.a-slot.com/SHOP/s-daiichi203.html,,,,-,,,
アクエリオン ALL STARS,,SANKYO,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-sankyo215.html,45100,https://www.a-slot.com/SHOP/s-sankyo215.html,,,,-,,,
アクロス クランキーコレクション,,,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-across1.html,45100,https://www.a-slot.com/SHOP/across1.html,,,,-,,,
アクロス サンダーVライトニング,,,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-across205.html,45100,https://www.a-slot.com/SHOP/across205.html,,,,-,,,
アクロス 沖ドキ!トロピカル 30,,,2,否,54100,64100,10000,15.6,ホームスロット,54100,https://home-slot.net/SHOP/s-across11.html,64100,https://www.a-slot.com/SHOP/across11.html,,,,-,,,
アクロス 沖ドキ! バカンスver.,,,2,否,56100,66100,10000,15.1,ホームスロット,56100,https://home-slot.net/SHOP/s-across4_vacation.html,66100,https://www.a-slot.com/SHOP/across4_vacation.html,,,,-,,,
アタックNo.1~開幕!世界選手権~,,SANYO,2,否,54100,64100,10000,15.6,ホームスロット,54100,https://home-slot.net/SHOP/s-sanyo15.html,64100,https://www.a-slot.com/SHOP/sanyo15.html,,,,-,,,
アデリオン デビル メイ クライ 5,,,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-adelion201.html,78500,https://www.a-slot.com/SHOP/s-adelion201.html,,,,-,,,
アデリオン バイオハザード RE 2,,,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-adelion203.html,45100,https://www.a-slot.com/SHOP/s-adelion203.html,,,,-,,,
アビリット GS美神 極楽大作戦!!,,,2,否,47800,57800,10000,17.3,ホームスロット,47800,https://home-slot.net/SHOP/s-ginza17.html,57800,https://www.a-slot.com/SHOP/ginza17.html,,,,-,,,
アミューズメント ドラゴンホイール,,KONAMI,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-konami203.html,45100,https://www.a-slot.com/SHOP/konami203.html,,,,-,,,
アミューズメント 今日から俺は!! 編,スマスロ,KONAMI,2,是,40100,50100,10000,20.0,ホームスロット,40100,https://home-slot.net/SHOP/s-konami219.html,50100,https://www.a-slot.com/SHOP/s-konami219.html,,,,-,,,
アントニオ猪木が伝説にする 機,,オリンピア,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-heiwa91.html,78500,https://www.a-slot.com/SHOP/heiwa91.html,,,,-,,,
オーイズミ LB 1000ちゃんA,スマスロ,,2,是,37700,47700,10000,21.0,ホームスロット,37700,https://home-slot.net/SHOP/s-oizumi217.html,47700,https://www.a-slot.com/SHOP/s-oizumi217.html,,,,-,,,
オーイズミ うみねこのなく頃に2,スマスロ,,2,是,262500,272500,10000,3.7,ホームスロット,262500,https://home-slot.net/SHOP/s-oizumi219.html,272500,https://www.a-slot.com/SHOP/s-oizumi219.html,,,,-,,,
オッケー. ぱちスロ ウルトラセブン,,,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-ok2.html,78500,https://www.a-slot.com/SHOP/ok2.html,,,,-,,,
コードギアス 反逆のルルーシュR2,,Sammy,2,否,41500,51500,10000,19.4,ホームスロット,41500,https://home-slot.net/SHOP/s-sammy122.html,51500,https://www.a-slot.com/SHOP/sammy122.html,,,96,-,,534,
サンスリー 笑ゥせぇるすまん 絶笑,S,,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-santhree202.html,45100,https://www.a-slot.com/SHOP/santhree202.html,,,,-,,,
ジェイビー かぐや様は告らせたい,スマスロ,,2,是,46500,56500,10000,17.7,ホームスロット,46500,https://home-slot.net/SHOP/s-sankyo225.html,56500,https://www.a-slot.com/SHOP/s-sankyo225.html,,,,-,,,
セブンリーグ 鉄拳4デビルVer.,,,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-yamasa218.html,45100,https://www.a-slot.com/SHOP/yamasa218.html,,,,-,,,
タイヨーエレック あしたのジョー2,,,2,否,41500,51500,10000,19.4,ホームスロット,41500,https://home-slot.net/SHOP/s-taiyo_elec20.html,51500,https://www.a-slot.com/SHOP/taiyo_elec20.html,,,,-,,,
ディ ライト 熱血!華成学園ヒーロー部,,,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-dlight_2.html,78500,https://www.a-slot.com/SHOP/dlight_2.html,,,,-,,,
ニューシオサイ 30 メインパネル,,パイオニア,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-pioneer45.html,45100,https://www.a-slot.com/SHOP/pioneer45.html,,,,-,,,
ニューパルサーDX~チェリーバージョン~,,山佐,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-yamasa204.html,45100,https://www.a-slot.com/SHOP/yamasa204.html,,,,-,,,
ハナハナホウオウ~天翔~ 紫パネル,,パイオニア,2,是,54100,64100,10000,15.6,ホームスロット,54100,https://home-slot.net/SHOP/s-pioneer216.html,64100,https://www.a-slot.com/SHOP/s-pioneer216.html,,,,-,,,
ビスティ シン エヴァンゲリオン,スマスロ,,2,是,40100,50100,10000,20.0,ホームスロット,40100,https://home-slot.net/SHOP/s-bisty223.html,50100,https://www.a-slot.com/SHOP/s-bisty223.html,,,,-,,,
ブロス SLOTスターオーシャン4,,ユニバーサル,2,否,41500,51500,10000,19.4,ホームスロット,41500,https://home-slot.net/SHOP/s-univerasal15.html,51500,https://www.a-slot.com/SHOP/univerasal15.html,,,,-,,,
ブロス アナザーハナビ弥生ちゃん,,ユニバーサル,2,否,98500,108500,10000,9.2,ホームスロット,98500,https://home-slot.net/SHOP/s-univerasal201.html,108500,https://www.a-slot.com/SHOP/univerasal201.html,,,,-,,,
ブロス ミリオンゴッド 神々の凱旋,,ユニバーサル,2,是,79500,89500,10000,11.2,ホームスロット,79500,https://home-slot.net/SHOP/s-univerasal8.html,89500,https://www.a-slot.com/SHOP/univerasal8.html,,,,-,,,
ンゴロポポス ~ピンチ!捕われの爺~,,大都技研,2,否,98500,108500,10000,9.2,ホームスロット,98500,https://home-slot.net/SHOP/s-daitogiken50.html,108500,https://www.a-slot.com/SHOP/daitogiken50.html,,,,-,,,
北斗の拳 修羅の国篇 羅刹ver.,,Sammy,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-sammy138.html,45100,https://www.a-slot.com/SHOP/sammy138.html,,,,-,,,
北斗の拳 転生の章 ジャギパネル,,Sammy,2,否,104800,114800,10000,8.7,ホームスロット,104800,https://home-slot.net/SHOP/s-sammy95.html,114800,https://www.a-slot.com/SHOP/sammy95.html,,,,-,,,
北斗の拳 転生の章 ラオウパネル,,Sammy,2,否,83500,93500,10000,10.7,ホームスロット,83500,https://home-slot.net/SHOP/s-sammy93.html,93500,https://www.a-slot.com/SHOP/sammy93.html,,,,-,,,
喰霊 零 運命乱~うんめいのみだれ~,S,藤商事,2,是,40100,50100,10000,20.0,ホームスロット,40100,https://home-slot.net/SHOP/s-fuji202.html,50100,https://www.a-slot.com/SHOP/fuji202.html,,,,-,,,
大海物語4withすーぱーそに子,,SANYO,2,是,41500,51500,10000,19.4,ホームスロット,41500,https://home-slot.net/SHOP/s-sanyo200.html,51500,https://www.a-slot.com/SHOP/sanyo200.html,,,,-,,,
戦姫絶唱シンフォギア 勇気の歌,,SANKYO,2,是,54100,64100,10000,15.6,ホームスロット,54100,https://home-slot.net/SHOP/s-sankyo214.html,64100,https://www.a-slot.com/SHOP/s-sankyo214.html,,,,-,,,
戦姫絶唱シンフォギア 正義の歌,スマスロ,SANKYO,2,是,43900,53900,10000,18.6,ホームスロット,43900,https://home-slot.net/SHOP/s-sankyo224.html,53900,https://www.a-slot.com/SHOP/s-sankyo224.html,,,,-,,,
新日テクノロジー アカメが斬る! 2,スマスロ,,2,是,45300,55300,10000,18.1,ホームスロット,45300,https://home-slot.net/SHOP/s-spyki_210.html,55300,https://www.a-slot.com/SHOP/s-spyki_210.html,,,,-,,,
機動戦士ガンダムII~哀 戦士編~,,山佐,2,否,57900,67900,10000,14.7,ホームスロット,57900,https://home-slot.net/SHOP/s-yamasa27.html,67900,https://www.a-slot.com/SHOP/yamasa27.html,,,,-,,,
機動新撰組 萌えよ剣~今宵 花散る~,,北電子,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-kitadenshi69.html,45100,https://www.a-slot.com/SHOP/kitadenshi69.html,,,,-,,,
